school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1.0202187945633148,2.035650662567321,0,no,yes,no,yes,no,yes,no,yes,2.9842808756404513,5.0,1.9639503522823964,1.9806837824637558,2.0039222891660162,1.0113881989934272,1.772389907193066,15.965816224886161,17.023092143144343,17.97843146391999,por
GP,F,18,U,GT3,T,2,1,other,other,home,mother,1.0154873044562078,2.0039719381470693,0,no,yes,no,no,yes,yes,yes,yes,3.9890019547220583,2.0256620442382194,4.981022148476958,1.001880732108107,1.9352006607728096,1.00961229419125,8.056981920436195,14.064464715808148,13.833669485898032,15.152109849719988,por
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2.00561844547529,1.990085782308841,0,no,yes,no,no,yes,yes,yes,yes,3.9579455276690045,3.004791878868486,2.983178428168357,1.0288334153973868,1.0288227255822915,1.0024993743695463,5.6288772884811795,15.069855947062027,15.97623563712135,16.086852148356186,por
GP,F,17,U,LE3,T,2,2,services,other,course,mother,1.9620184714082889,1.9905386914198557,0,yes,yes,no,no,yes,yes,yes,yes,4.001116278461035,4.008952591266767,4.022968803034885,2.0260187954349047,2.955907875408252,4.994083868403652,5.839284828829442,11.951262574317512,12.14949425667335,11.982754425285098,por
GP,F,18,R,GT3,A,3,2,other,services,home,mother,1.982948397205618,1.9495577948680447,0,no,no,no,no,no,no,yes,yes,4.021938692047342,1.035334192142832,1.0076895567793036,1.0,1.0,4.961028753401498,15.020463822836575,12.054967335149453,8.982264996955939,9.983031768206706,por
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,1.9743861139487062,1.0148515686487045,0,no,no,no,yes,yes,yes,yes,no,2.9828245782559866,1.9771272676459832,3.9342660935853986,1.0,4.036994667738314,2.9973984184497415,6.222439490834237,10.925090912843748,11.853300752187465,11.865979341679186,por
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1.0,2.0065544419339445,1,yes,yes,no,yes,yes,yes,yes,yes,1.9773917249730917,3.9931929805723603,4.002880098657023,1.0,1.0397004149872278,4.010312033584155,2.2665260360994433,14.118479111250277,11.940138523621021,12.968966953091904,por
GP,F,17,U,GT3,T,2,2,other,services,reputation,father,2.9999360071142673,2.9951420586384097,0,no,yes,no,no,yes,yes,yes,yes,4.042449531080647,2.0505832026680264,3.0110043879806843,1.0396009780920166,1.0,1.0171889564810463,7.955931254662749,12.92847585717738,14.937843926643538,15.028225459530342,por
GP,F,19,R,GT3,T,3,2,services,services,reputation,father,1.0,2.032001246571707,1,yes,yes,no,no,yes,no,yes,no,2.9600555856252226,2.993909639447965,2.988639076775246,3.9923660561406913,2.9842350204215755,3.007705569937672,0.029010214011138118,9.03157173127799,8.21093199347571,10.128131145562396,por
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2.0576302414887615,1.0,0,no,no,no,yes,yes,yes,yes,no,3.9420969019519068,1.9607819977744367,2.9978947309756645,1.0021365757735328,1.9730390586460467,1.0,0.1833872172550761,9.983208640477073,10.164156224678203,9.928094435567775,por
GP,M,18,U,GT3,T,1,2,at_home,other,home,other,1.9962951483821791,1.0,0,no,no,no,no,no,no,yes,no,2.9677164130843168,3.979286638378438,4.006580398843394,1.9883267803784803,3.9538189718404873,3.997560342014379,9.752314686818062,9.9089860922407,10.072035245413913,10.977989779806071,por
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2.0284002393320497,1.0,0,no,no,no,yes,yes,yes,yes,yes,3.9568647673940824,4.970967832169945,4.02643774364314,2.019297761085752,3.9755266382486356,4.976336538928424,22.07540466137668,11.080633598563075,10.966189135574007,9.889944511663217,por
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,4.010815111188187,4.011052469435575,3.945544997007576,3.0042538319371537,3.9378087657870235,3.0133875386635594,17.845763147394266,12.945034086602226,13.11832461287939,13.026125074255305,por
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,1.9883635676236178,4.0016888149365135,0,no,yes,no,yes,yes,yes,no,no,4.9898995442281056,1.9722747362979876,1.9915521911662255,1.0,1.0263342101942172,2.990548735774385,1.9679889087894906,16.847840450468457,16.88829513599088,18.090874425933485,por
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2.0021270849525385,2.010763494739282,0,yes,no,no,yes,yes,yes,yes,no,4.99384831827949,4.008387210518877,4.052154098970832,1.0,1.0152101254353185,4.0077173735430645,0.0,11.742054564437192,13.106098792618395,13.07300383001627,por
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1.0,1.991315047712765,0,no,yes,no,no,no,yes,yes,no,5.0,3.977222310913285,5.0,1.0,2.0216101663411283,5.0,12.081107435417202,11.921681908999537,12.091453770588963,13.864323977014594,por
GP,F,18,U,GT3,T,2,1,other,other,reputation,mother,1.9907319256071037,1.9780392631466135,0,no,no,no,yes,yes,yes,yes,yes,3.9806412252133243,2.9342916158204986,1.0294230502116217,1.0,1.0,4.969681218227696,10.1025218479374,12.12314630495692,12.985084555175233,14.017027889471764,por
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1.0,2.0422017586177317,0,no,no,no,no,no,yes,yes,no,4.021704071651014,3.0094884121675465,3.0185619158310026,1.0217155518386736,1.953926272250142,4.025503418357692,0.1660084004143608,12.11256987943585,12.112269239970912,11.921469761476867,por
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1.0,3.060364791058862,0,no,yes,no,no,yes,yes,yes,no,4.042320096010397,3.0045942390616536,3.0572127024871074,1.0362067416361251,2.0020631435337193,2.0014194396981226,0.06486961477786374,17.935684136563296,17.955925404198233,18.11722505575551,por
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1.0407232331953382,3.0035865507794774,0,no,yes,no,no,yes,yes,yes,no,3.987240528182039,3.0160221217514045,3.066313890263322,1.0187510005176326,1.0024713554293374,3.0863880425441574,0.03197918264732836,12.966485604367529,12.875323117094979,13.981296777974935,por
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1.008302756193655,2.9810573364599704,0,no,no,no,yes,yes,yes,yes,no,4.02063813106336,1.9791742725354269,3.9955367702991276,1.0151699829501086,2.9943222851053726,1.9907550855190237,0.3454055553656831,13.958389434516251,15.096380537091159,14.823821736769828,por
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1.0105261306517654,2.036931496099859,0,no,yes,no,yes,yes,yes,yes,no,4.993228609215281,3.9758768363974513,2.9664797019325464,1.0,1.0,2.0297121006106997,0.0,16.880655398775335,16.991599127592018,16.974515222767252,por
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1.0118464056907555,1.9637868075288332,0,no,yes,no,yes,yes,yes,yes,yes,4.025876617196663,3.0124234742394744,1.9906540377157347,1.021195020001105,4.065955785230543,5.0,2.3158929595633655,14.915077822493952,16.05930676147509,16.053157085855943,por
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1.0134482653500116,2.9916204241964883,0,no,yes,no,no,yes,yes,yes,no,3.9559951233895294,2.0470063720825498,2.1070751833863617,1.007830118334498,2.0164246037072875,2.940662334892952,0.0,17.087814665736275,18.17945225580028,18.028291008272355,por
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,1.9981804796619165,3.982575775399619,0,no,yes,no,no,yes,yes,no,no,2.953922328018407,1.0003455963437002,1.9457359893962698,1.0493542569431875,1.0759758481740993,2.9777451740667904,0.10635738624093809,18.04509888056692,18.92882032129115,18.940660387412127,por
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,1.9929590326612279,2.9709761342232586,0,no,yes,no,yes,yes,yes,yes,no,4.989043712389315,4.013138872840356,1.9837300553343062,1.0,1.0489225915948117,4.037632305648715,0.0,14.024441949319558,14.985869644107256,14.932141135752259,por
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1.0036619164894538,1.0,0,no,yes,no,no,yes,yes,yes,no,3.9751083069181075,3.9900484031775227,2.951153039248219,1.0367331895057679,3.0656664496017294,4.981506161765305,0.0,13.88050195093249,15.154690826948865,14.885504914348896,por
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2.025393954681728,1.9783692579117491,0,no,yes,no,yes,yes,yes,yes,no,1.9855310995559332,2.9522320370446082,4.004313990005855,2.0239082687631718,2.958576082044195,1.905103797565417,2.0902769718247622,14.009013120736546,13.065904937838239,12.954231199706383,por
GP,F,18,U,LE3,T,4,3,other,other,home,other,2.0247229805403477,2.0003167487782365,0,no,yes,no,no,yes,yes,yes,yes,3.993852811556277,4.029937301706119,4.958414263881183,1.0201154244192843,2.0228686067440003,1.9986578004389823,0.1941490217731389,12.793801686793524,13.9310349185942,13.900789265608154,por
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1.0,4.000680260701288,0,no,yes,no,no,yes,yes,yes,no,4.020161835586785,3.028111064860357,2.9962396898043164,1.0,1.0,2.9533123424695717,0.08812161706837436,16.07543237310036,16.90588096918074,17.112475527478082,por
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1.0168555683124756,1.0,0,no,yes,no,no,yes,yes,yes,yes,1.0,4.0219950479231334,1.932571092007196,2.0254146618061752,1.9358712122767927,1.0056340352027642,0.0,18.023142923710434,17.947956527029042,16.895518639793817,por
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1.0,1.990725829901384,0,no,yes,yes,no,yes,yes,yes,yes,3.976930216507551,1.9943696611102937,4.021355617845873,1.0,1.0576756259013633,4.066297736193036,0.6727963113373471,13.87959924987694,14.927227656512374,15.014178134312361,por
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2.0007435202812123,1.0,0,no,no,no,no,yes,yes,yes,no,3.990156914286466,1.0184760234074557,1.0422653250588176,1.9878579762518302,1.9886772297095754,5.0,0.22329487050506353,12.1446730260901,13.023391163211254,13.006296204932118,por
GP,F,17,R,GT3,T,4,4,services,services,reputation,mother,1.9896052988899113,3.0202709294843277,0,no,yes,no,yes,yes,yes,yes,no,4.978462376069149,3.02765764204814,3.9867242893078654,1.0,1.0,5.0,0.17388213509164632,6.8392399975403055,7.00772988790979,8.109644347547833,por
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,1.9960125581954717,2.9962847236446217,0,no,yes,no,no,yes,yes,yes,no,3.973845956309021,3.0501361426508518,2.995327577340335,1.0,1.0,2.9760003572108755,0.0,16.047463367418832,16.027519476029752,16.126305579777846,por
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1.0294446392851409,4.02064277599865,0,no,yes,no,yes,no,yes,yes,no,4.954832265844893,2.0305901429636934,1.9943498289969426,1.0009176840996497,1.969303056588852,4.993880913078509,0.0,18.049688882637227,17.917136105760196,18.080693451503123,por
GP,M,19,R,LE3,T,2,1,at_home,services,course,mother,2.002028812599897,3.0146632480551,1,no,no,no,yes,yes,yes,yes,yes,4.00194552781884,3.001974960892503,1.0062553918007504,1.0,1.0,4.955359645595947,0.0,8.889047241931726,9.9930191673927,11.040919879411872,por
GP,M,20,U,GT3,A,3,2,services,other,course,other,1.0029696975832723,1.0143057539095632,2,no,no,no,yes,yes,yes,no,no,4.9840750896383375,4.9595158348090145,2.9986802010381597,1.0,1.0,4.970763229091744,0.20146657661762826,13.996612294359164,14.79740640444354,14.87841590322878,por
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1.0,2.0347386116333075,0,no,no,no,yes,yes,yes,no,yes,4.027057759625393,5.0,3.0265593640633743,1.0133097378915377,2.0667283676999855,4.960383920500401,0.0,9.853500932340806,10.014290681735156,10.87607106108434,por
GP,F,18,U,GT3,T,1,4,other,teacher,home,mother,1.0,1.971980979252571,0,yes,yes,no,no,no,yes,no,yes,2.9594699811229597,4.007939840114877,4.042635089807716,1.0238423805189238,1.9743113762757043,4.944149219806986,1.8009930953637465,9.745244323921996,10.115842181646261,10.901947330039,por
GP,F,18,U,GT3,T,2,1,services,other,course,mother,1.9947026981231566,1.9881559448867752,0,no,yes,no,yes,yes,yes,yes,no,4.98482056374232,3.0219410717537274,2.9718516641205923,1.0052045093953899,2.0639701011643217,1.058378217842575,2.1005179735894757,11.904423136268784,11.859588253019409,15.087180633737697,por
GP,F,17,U,GT3,T,2,3,other,other,course,father,1.9817987895755578,2.044136419693472,0,no,no,no,yes,yes,yes,yes,yes,4.050765069961671,2.0418964611449035,1.0,1.0314769715749272,1.032725327387356,2.9105873108815916,2.0594664562592353,10.944810946630788,12.04764288281838,14.008502155971165,por
GP,F,17,R,GT3,T,4,4,teacher,teacher,course,mother,1.0004755952670097,1.0,0,no,no,no,yes,yes,yes,yes,no,3.9736890325502747,3.9970555478978236,4.03117551189937,1.0,1.0152775147284814,5.0,1.8564902050890795,15.057662099453486,15.939783232927276,17.10071548578327,por
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1.0,2.929535776553803,0,no,yes,no,yes,yes,yes,yes,yes,3.9933765903990617,3.065015479307138,3.950842608400265,1.0,1.0288423794732298,5.0,1.7967082310753684,14.006033146162222,15.079088199660623,17.11626883400674,por
GP,F,18,U,LE3,T,4,3,health,services,course,mother,2.001756054796225,1.0,0,no,yes,no,no,yes,yes,yes,no,2.965953908646147,1.9455585024976096,3.9318578976465193,1.0,4.000526468776906,1.0213616899051599,8.267880924417247,12.00837248868262,12.0156350445596,14.915830324246174,por
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1.0026672124761793,3.003377616848326,0,no,yes,no,yes,no,yes,yes,no,3.9622413015710225,3.0129766202116017,4.007825380975331,1.9573251531912632,5.0,4.952364730765101,2.0665101018441243,14.90920742047685,15.039884453147831,17.003718821797143,por
GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1.0,1.9344920991742238,0,no,yes,no,no,yes,yes,yes,no,4.043327837968656,1.0,4.0171622888825125,1.0507276586472292,1.021858871841405,2.9323760915985417,7.7459725909879955,10.9525630247169,12.00638853342946,13.998493462554205,por
GP,M,19,U,GT3,T,4,2,health,other,course,mother,1.9912477693342836,2.0333892039376265,0,no,yes,no,yes,yes,yes,yes,yes,5.0,3.940980624224598,3.975024853189093,1.030942645024826,1.0,1.0,8.758996919769839,10.916769877791104,10.13090993157503,9.961995025372351,por
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1.0016985065030295,1.9821353517394316,0,no,yes,no,no,yes,yes,yes,no,4.003743277922994,3.993756050560139,3.9799918437375887,2.9619127921586577,3.0114214434460846,5.0,0.0,11.89036259934302,11.034238043269706,12.93798824739485,por
GP,F,18,U,GT3,T,3,4,other,other,course,mother,1.0259975306210158,1.0082241305587272,0,no,yes,no,yes,yes,yes,yes,yes,4.9524997135145705,3.9549074921158653,3.973714647792362,1.0042600371624981,1.0302246296212008,1.0001309432414687,4.136528792824195,10.946862821926933,11.930478988993851,14.137365142964104,por
GP,F,17,U,GT3,T,4,4,health,health,course,mother,1.0056354536531698,1.0,0,no,no,no,yes,yes,yes,yes,no,5.0,2.9950045806014263,3.970024118105173,1.0,1.9888580943488012,4.955399681259751,2.1108504355181745,14.006668993931163,15.009728578870623,17.006025803340698,por
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1.0,1.9677517962690105,0,no,yes,no,no,yes,yes,yes,yes,5.0,2.0010759415102437,2.0239791712936164,1.0,2.004867560865304,5.0,14.210832273822945,14.948747811442987,13.96364598674675,17.00152405771026,por
GP,F,17,U,LE3,A,3,3,services,other,home,mother,1.0087588815577169,1.9732045434911443,0,yes,yes,no,no,yes,yes,yes,no,5.0,3.0346134932214066,2.9591816207242716,1.0,1.0,5.0,0.0,11.971045922951992,12.016004857030518,12.90692284630945,por
GP,F,17,U,LE3,T,2,1,other,other,home,father,1.0374838097267898,1.9765943194030888,0,no,no,no,yes,yes,yes,yes,no,4.01871468256734,1.9533474689382984,2.990818952346201,2.010428255792263,1.946888199444892,1.9903149019344688,2.041702749544974,11.062196138945916,11.958630799880652,14.078286745043894,por
GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1.0201233775552347,1.0271750148216519,0,no,yes,no,no,yes,yes,yes,no,3.9683721187085927,2.0281120218890845,4.968695974230648,3.022378269341847,3.9402280969494714,5.0,2.265647803507491,7.9551815691454015,8.933298859024703,10.883463942434203,por
GP,F,19,U,GT3,T,1,1,other,other,course,other,3.0120192050813666,2.9963070312361713,0,no,no,no,yes,yes,no,no,yes,1.0087680891770423,5.0,4.949680124093,4.011005973267294,2.940741196267997,4.935510143955969,12.24830162471406,9.88060756134795,10.019638701422585,11.052743509378095,por
GP,F,19,U,LE3,A,1,1,other,other,course,other,3.0159280265692483,1.9869373951492706,2,no,yes,no,no,no,yes,yes,yes,5.0,3.0318379479803594,4.030088359422307,1.0,1.0257937784245932,3.9822886549470637,2.066865107894952,8.050430114553343,8.005498186845852,9.055911540224754,por
GP,F,18,U,GT3,T,2,2,other,other,course,mother,1.0316096151868728,1.0,0,no,yes,no,yes,yes,yes,yes,yes,3.9497519491889883,2.9866393713763832,4.982025878635614,1.995699624703029,3.9039918102285878,5.0,2.4374370149933537,10.023794026861593,10.104855116925133,9.952171407043876,por
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1.0236119682054958,2.0299403528118702,0,no,yes,no,no,yes,yes,no,yes,3.968601902921715,1.9587734181423209,2.006515737849801,1.0256232097572378,1.0,3.015166959712924,4.11351011996819,14.029415622596115,12.959105213409146,13.036829812918315,por
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1.012441423153006,3.0366498303457345,0,no,yes,no,yes,yes,yes,yes,no,3.0248702018842937,2.962324233753618,1.947854898658232,2.012675881063908,1.9704816584960294,2.978301716488254,0.19426421588388215,11.056013697636931,10.804782630070733,10.021527247983906,por
GP,F,17,U,GT3,T,3,1,services,services,course,father,1.0234586440690665,3.0296548457548513,0,no,yes,no,no,no,yes,yes,no,3.024531054118819,3.960024753515907,2.9743457815858094,2.0019881606470493,2.9891218627250966,4.988278530130594,0.008280669355954739,17.040870246877702,17.964139757024533,16.995436376671275,por
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,1.976255787382322,3.0123260000346805,0,no,no,no,no,yes,yes,yes,no,2.956636542042851,3.014786056917669,3.0261434319653238,1.9990180482275437,2.928428726780425,1.9808857201295174,0.0,14.002571270205532,13.839711781094184,15.00150077520472,por
GP,F,18,U,GT3,T,1,1,other,other,home,mother,1.9670225401860923,3.0072546186531794,0,no,no,no,yes,yes,yes,yes,no,4.022262209307195,5.0,5.0,1.009443641638447,2.0155711559522933,1.988098111165234,0.0,14.214039361035141,14.040965359276276,14.007163223931965,por
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1.003448601656968,2.969564351857875,0,no,no,no,yes,yes,yes,yes,no,4.002668687989372,2.9825174591882897,2.931667903232787,1.9871899943567188,1.950915625196542,3.0180895220199035,0.03383500476859273,12.8849929611065,13.83503379034476,13.0150624626245,por
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1.0015076667312666,1.0,0,no,no,no,yes,no,yes,yes,no,4.021869830827259,3.019468720782114,4.993046247535389,3.0224702601778652,5.0,4.915905296022443,0.0,16.947514587456663,17.902593924552967,17.00698469449954,por
GP,M,17,R,GT3,T,2,2,services,other,course,mother,3.9880601831772577,1.0,0,no,yes,no,no,yes,yes,yes,no,3.98223211921204,3.9528567731937714,5.0,4.970573731527026,4.976028977795327,3.996822219776623,1.6705116108090197,11.086578184272366,9.964291166625642,9.872013709271764,por
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1.0181289710249404,2.9543063441182085,0,no,yes,no,yes,yes,yes,yes,no,5.0,4.00558007802302,3.9786969572568323,1.0,2.9963138173221635,4.014958340194288,0.0,13.01276173236735,12.152159623862854,12.98235207265517,por
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,1.959106749646718,3.0264584266572285,0,no,yes,no,no,no,yes,yes,yes,4.023628912877775,3.0206888072229794,3.0293741254649027,1.0167146246429883,2.0001454940359173,3.9756168556519405,3.940681255925326,15.067835489463592,13.89426439165221,15.03071916726849,por
GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1.0,1.0,0,no,yes,yes,yes,yes,yes,yes,no,3.9901619110039688,1.9551874819524522,4.970030776598743,1.9690140367919438,5.0,4.979512777299786,2.135492509153418,11.015193509064213,12.00122253753701,11.011280032096174,por
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1.0,4.029935138586046,0,no,yes,yes,yes,yes,yes,yes,no,4.000497107208916,4.993690784254754,5.0,1.9569759693995346,4.001427020632632,4.980749645099367,0.0,11.122980559391745,11.057157928192098,12.110581500028204,por
GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1.0,1.022070637829811,0,no,yes,no,no,no,yes,no,yes,4.981840082317341,3.022154202680791,3.9819481945621007,2.0017252645260926,1.9835335454305567,4.979524876041914,0.0,10.909825946745471,10.146257331595589,10.071895241483562,por
GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,4.03281206940521,2.0139349826946056,0,no,no,no,yes,yes,yes,no,yes,4.046249232076528,1.9092138658761628,5.0,1.0,1.0132255994672794,2.00025147915141,1.8161376871500552,10.12015260072145,9.076653331071261,9.899081346424934,por
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1.0,3.0153408535241946,0,no,yes,no,no,yes,yes,yes,yes,3.996632142370706,4.0413258687724065,2.976613182382162,1.0,1.0179714375347273,5.0,0.004315852227788113,15.104806315037369,15.107806862336187,14.980680607556843,por
GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1.0,1.0,0,no,no,no,no,no,yes,yes,no,4.974181453501534,4.010944680793913,1.9878331753642966,1.02069392989559,1.9705016528557957,4.910221702585513,6.245749176931083,14.891676923946005,14.08517930338659,14.963902422240194,por
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1.0199318102633435,2.046503096350439,0,no,no,no,yes,yes,yes,yes,no,4.979955426188316,3.022179283993238,4.032699316631597,1.0,1.016437820001949,4.0279048267908095,8.028983720818868,10.056445700747567,10.880838353271,11.999495819613836,por
GP,F,18,U,LE3,T,2,2,other,other,home,other,1.014181872553927,2.0010794552345197,0,no,no,no,yes,no,yes,yes,yes,4.00354983330792,2.9872283172947234,2.964453260754541,1.035159904324246,1.0459445646500876,1.9876051279976743,0.0,9.996147847817348,9.035448423758211,11.999654324952367,por
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,1.9756735460244559,4.007557529994855,0,no,no,no,yes,yes,yes,no,no,4.021094796911743,3.9466899996367344,4.002377187199401,1.0,1.0272144407237893,4.082616976955252,5.766840681485694,13.94570980651032,13.083637346215227,14.070902191447034,por
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1.0149818818193101,2.983753232596466,0,no,no,no,no,yes,yes,yes,no,3.9625941457577163,4.016526687670201,4.936981792943382,1.0,3.035945997128411,4.949067627812884,8.109691660421127,10.830965148971929,12.905734857156245,14.020560137415982,por
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1.006361297370593,1.9766923786560446,0,no,yes,no,no,yes,yes,yes,yes,4.051738218175706,2.9974442254483407,1.9623822639078354,2.010929208315504,3.0066280892768273,1.9629300217965386,0.0,11.909530338755062,12.942863428077903,15.142674155197057,por
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1.0512143819968494,4.011947003513671,0,no,yes,no,no,yes,yes,yes,no,5.0,3.0009938193522663,3.0132130447639107,1.0,1.0,1.0,3.9861056660695993,14.063377323908883,13.920843686877546,15.027942837458424,por
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1.0088672282190871,2.005444492416213,0,no,yes,no,no,yes,yes,yes,no,4.013061710953541,3.0336562211246947,2.9657444146373986,2.028220161905044,2.968785660404147,2.017661711245875,0.0,14.072840273178901,14.076143642529859,15.90369811725519,por
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1.0,1.9802420399188203,0,no,yes,no,yes,yes,yes,yes,no,3.997278496143919,3.0235822228055746,2.981170171144384,2.013967796932202,2.012332686948651,1.9166220539656975,0.09378594529997038,11.981141028912466,11.99317219788148,12.945821674591123,por
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1.0,1.963995322093233,0,no,no,no,yes,yes,yes,yes,yes,4.000539290049611,3.059453085740137,3.017049566768769,1.0,3.036346505830877,4.96456334979963,5.943938880483469,16.073121655607032,15.968379953057163,17.070005644018902,por
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1.0,1.9682130683970318,0,no,yes,no,no,yes,yes,yes,yes,2.9958477721390038,3.0047610506537787,1.0,1.0,2.107405663714878,4.025273675515036,17.965233864055843,10.08460249547369,11.873688697142986,13.812847077913078,por
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1.0,3.029939939696027,0,no,yes,no,no,yes,yes,yes,no,4.028500346286912,2.978610289408741,3.0284516076882015,1.010556468055334,2.0378523229907426,2.9594761373484766,0.0,11.013840557435667,11.993358152660543,13.843953410594999,por
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1.030098117470426,2.9846498915910225,0,no,no,no,no,yes,yes,yes,yes,4.999777983510584,3.994169402045521,3.007457023920171,1.9838611071144472,2.9548760214785768,1.0585564375988312,4.171711546871949,13.935349827448096,15.944062957495472,17.001240275636487,por
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1.0003944723805545,2.991516917151471,0,no,no,no,no,yes,yes,yes,yes,5.0,3.0128627882773635,2.0150647194405082,1.0,1.9704192298864185,3.980600514638676,3.958802851031489,15.039475144942402,14.023981632966343,17.110253594418687,por
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1.0124082044011633,3.036302880911649,0,no,yes,no,no,yes,yes,yes,yes,4.987851391607515,4.031435888238559,5.0,2.0076162456549502,3.0878440066165775,4.961559797934886,0.11324840814202933,14.043586016683632,12.8873581457223,14.151542751607998,por
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1.033240494179629,2.9719119027741554,0,no,yes,no,yes,yes,yes,yes,yes,4.005478330602878,3.9546023336195986,3.0110585987315477,1.0604806533331197,2.991734632593219,4.026082512291343,0.0,11.060319248181045,12.017533041177504,12.97482791859408,por
GP,F,17,U,GT3,T,2,1,services,other,course,mother,1.948227414332438,1.9818028863075394,0,no,yes,no,yes,yes,yes,yes,yes,3.977488603909859,3.0002641982519953,4.053209091787621,1.9894154321018434,2.001831838564985,1.0687113392979892,10.323023290320856,12.077455165986054,14.95674046570697,15.122996587758985,por
GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1.0280736095817748,1.9807573081850849,0,no,yes,no,yes,yes,yes,yes,no,4.034065251730469,3.0498075965453473,5.0,2.042920987885663,3.9629729079870066,4.017797235120405,4.237975418156978,11.878083794369985,15.876879124418435,16.008379021433992,por
GP,F,19,U,LE3,A,2,3,at_home,other,home,other,2.001216063161485,1.0405012182651006,1,no,no,no,no,yes,no,yes,no,1.9766533904641426,1.9925666872421794,2.981900459806496,2.979423826120272,4.060339657264008,5.0,15.644203745082141,9.954360405477964,10.86919332824514,10.822441814055685,por
GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,1.0095501045308268,1.0498955768453992,1,no,yes,yes,no,yes,yes,yes,yes,3.990899918078523,1.0288103527134436,2.044713491094887,1.0058954810129923,1.0192894182838044,3.0716612427270835,5.850598649878492,9.830069937828481,12.88400213130643,12.999063575071133,por
GP,F,21,U,LE3,T,4,4,other,other,reputation,other,1.0,3.018812075376501,2,no,no,yes,yes,yes,yes,yes,no,2.9911804712391117,3.0152596229725472,2.0091237586814588,1.0211022432983436,1.0,4.9605987437928745,0.08898352440216291,9.066857503486887,11.979658932838296,11.928241394299912,por
